type,sample_num,K,res
cs,92,5,1.78506475334559
ws,92,5,1.0508273991282946
cs,93,1,202.41742349672677
ws,93,1,177.81818972363288
cs,93,2,12.785714234841029
ws,93,2,18.196147076832894
cs,93,3,5.786279849179118
ws,93,3,6.85082812045553
cs,93,4,4.085027536883171
ws,93,4,4.522534325884973
cs,93,5,1.5856064618892203
ws,93,5,0.821083333257259
cs,94,1,206.24151893127924
ws,94,1,180.68656575186378
cs,94,2,12.77400002962651
ws,94,2,18.388964779578416
cs,94,3,6.716827498455168
ws,94,3,7.19620725515563
cs,94,4,4.5708036123808045
ws,94,4,4.882226704027564
cs,94,5,2.3171512176841667
ws,94,5,1.7452766671703157
cs,95,1,205.67460619300923
ws,95,1,180.49585996429167
cs,95,2,13.399725740513242
ws,95,2,19.034712897998254
cs,95,3,6.377304952653282
ws,95,3,6.888489490247406
cs,95,4,4.381998707398327
ws,95,4,4.679592241104028
cs,95,5,1.9213769679380701
ws,95,5,1.2610948327961793
cs,96,1,205.54816562886197
ws,96,1,180.25805847408887
cs,96,2,12.408011286992844
ws,96,2,18.10357747105051
cs,96,3,5.726109765827856
ws,96,3,6.3887508188222375
cs,96,4,4.051975247874247
ws,96,4,4.431894096491088
cs,96,5,1.7711500757667975
ws,96,5,0.975911345593741
cs,97,1,206.06045065337224
ws,97,1,180.7539506022263
cs,97,2,13.007219813522587
ws,97,2,18.676733247717532
cs,97,3,6.406759161968353
ws,97,3,6.8813572437136825
cs,97,4,4.386075306552352
ws,97,4,4.685568124627563
cs,97,5,2.036067914134087
ws,97,5,1.415991502990864
cs,98,1,206.40996638903295
ws,98,1,180.64958373070496
cs,98,2,12.401761760593017
ws,98,2,17.583111886001404
cs,98,3,5.978130689285793
ws,98,3,6.852049634059821
cs,98,4,4.167687850163821
ws,98,4,4.549045493698738
cs,98,5,1.7456358048780407
ws,98,5,0.9664120925202521
cs,99,1,203.23224007715368
ws,99,1,178.27869786688902
cs,99,2,12.414950730800863
ws,99,2,18.01649792136497
cs,99,3,5.435813474925147
ws,99,3,6.336783209742129
cs,99,4,3.9017462430090357
ws,99,4,4.323286942331984
cs,99,5,1.6097102240279195
ws,99,5,0.8107620580485386
cs,100,1,203.50864039291596
ws,100,1,178.71537182724416
cs,100,2,13.527309944681395
ws,100,2,19.316884194807955
cs,100,3,6.543886604336599
ws,100,3,6.997323632001594
cs,100,4,4.484762988530314
ws,100,4,4.7828351054916824
cs,100,5,2.0210868010486207
ws,100,5,1.5029651011008902
