type,sample_num,K,res
ws,7,1,180.44739690371247
heur,7,1,170.69805917978127
cs,7,2,13.015131009361873
ws,7,2,18.649468491484257
heur,7,2,18.41536363983655
cs,7,3,5.939496843292127
ws,7,3,6.556909871185561
heur,7,3,7.747598755477642
cs,7,4,4.152513772431025
ws,7,4,4.5104919312027745
heur,7,4,5.4048736469007945
cs,7,5,1.7812311879219485
ws,7,5,1.037553239417829
heur,7,5,1.954656572455077
cs,8,1,205.38792854530598
ws,8,1,180.40029936711377
heur,8,1,170.53756226294195
cs,8,2,12.54739567093173
ws,8,2,18.126256740459542
heur,8,2,17.796897048235245
cs,8,3,5.257930350002349
ws,8,3,6.1849252403736426
heur,8,3,6.969559728274886
cs,8,4,3.7968631237822392
ws,8,4,4.217804830698729
heur,8,4,4.982573511747071
cs,8,5,1.4781053068851828
ws,8,5,0.7133183655885134
heur,8,5,1.5911205017758754
cs,9,1,206.90232474442556
ws,9,1,181.62075903629292
heur,9,1,171.89728734875473
cs,9,2,12.766938634041153
ws,9,2,18.237944758196424
heur,9,2,17.984275397971484
cs,9,3,5.701918353249856
ws,9,3,6.679105757971162
heur,9,3,7.482769679949302
cs,9,4,4.045752492876904
ws,9,4,4.469371258672928
heur,9,4,5.2714963478399115
cs,9,5,1.6234256302529417
ws,9,5,0.8500469017120281
heur,9,5,1.7453420518123028
cs,10,1,206.14427391984128
ws,10,1,181.26811118076813
heur,10,1,171.39071194352857
cs,10,2,13.386609420587048
ws,10,2,19.100609599540647
heur,10,2,18.830005373432055
cs,10,3,6.2414887801709185
ws,10,3,6.808414127892046
heur,10,3,8.092022104942638
cs,10,4,4.3197697308096945
ws,10,4,4.645984718875907
heur,10,4,5.598716322171559
cs,10,5,1.8571776373026767
ws,10,5,1.1904876924449612
heur,10,5,2.0339189558720774
cs,11,1,205.27141412171008
ws,11,1,180.02740141036287
heur,11,1,170.3125473790166
cs,11,2,12.827628978815586
ws,11,2,18.442045234509443
heur,11,2,18.139280769381326
cs,11,3,5.831341172556125
ws,11,3,6.523861445546057
heur,11,3,7.6125655884714485
cs,11,4,4.1009910487909496
ws,11,4,4.473285477744616
heur,11,4,5.33987413609434
cs,11,5,1.7651063613332771
ws,11,5,0.9917600907127087
heur,11,5,1.9172909082390754
cs,12,1,204.94281287124448
ws,12,1,179.99741403069874
heur,12,1,170.26894990198906
cs,12,2,13.091972931697759
ws,12,2,18.650210790203705
heur,12,2,18.41280097560464
cs,12,3,5.667367045863395
ws,12,3,6.514388321103477
heur,12,3,7.438310399365165
cs,12,4,3.996573478628896
ws,12,4,4.393957913041998
heur,12,4,5.218090513569268
cs,12,5,1.596871955225128
ws,12,5,0.8763683520456272
heur,12,5,1.7167345422394
cs,13,1,206.14724531828472
ws,13,1,180.9456533550795
heur,13,1,171.3489161166812
cs,13,2,13.141673105308875
ws,13,2,18.63777713023808
heur,13,2,18.528355335779374
cs,13,3,5.794549278487664
ws,13,3,6.4740545686413595
heur,13,3,7.56905618577008
cs,13,4,4.0633879199597995
ws,13,4,4.433581065562658
heur,13,4,5.2976894587879455
cs,13,5,1.7153133305120891
ws,13,5,0.9415258817917411
heur,13,5,1.8588226636729097
cs,14,1,206.16378038789819
ws,14,1,181.00702443515155
heur,14,1,171.25793757177075
cs,14,2,12.948906947577541
ws,14,2,18.522215727804127
heur,14,2,18.360615180879776
cs,14,3,5.7704433869417615
ws,14,3,6.46890093251804
heur,14,3,7.554782490867069
cs,14,4,4.075386497114376
ws,14,4,4.463293834449562
heur,14,4,5.313721842264624
cs,14,5,1.7317617245491763
ws,14,5,0.9288144453299193
heur,14,5,1.9028732705176536
cs,15,1,205.60386436573015
ws,15,1,180.73291576639048
heur,15,1,170.8802852647487
cs,15,2,13.168302275745301
ws,15,2,18.819979535857787
heur,15,2,18.587378765054623
cs,15,3,6.058422027214022
ws,15,3,6.678194559647889
heur,15,3,7.883386193682192
cs,15,4,4.227490998609919
ws,15,4,4.581699691238548
heur,15,4,5.491063522246795
cs,15,5,1.8117666496869291
ws,15,5,1.0881439709078045
heur,15,5,1.9866984230660594
cs,16,1,202.41440617048022
ws,16,1,177.15416824494403
heur,16,1,167.5585106908321
cs,16,2,12.316737700411068
ws,16,2,17.92556764808828
heur,16,2,17.516301931710306
cs,16,3,5.826204969249189
ws,16,3,6.453531653824272
heur,16,3,7.611356564208752
cs,16,4,4.076586555336529
ws,16,4,4.4245117017122615
heur,16,4,5.314489767620791
cs,16,5,1.8131675862500594
ws,16,5,1.0480658660990494
heur,16,5,1.9802517949023437
cs,17,1,204.90884280879402
ws,17,1,179.75900535609608
heur,17,1,170.18480137416017
cs,17,2,12.91633172565083
ws,17,2,18.633687912169965
heur,17,2,18.260774807646122
cs,17,3,6.099311696867347
ws,17,3,6.61439832993677
heur,17,3,7.9289309620090895
cs,17,4,4.22151569069107
ws,17,4,4.54122842993552
heur,17,4,5.485869844362607
cs,17,5,1.8484095605177786
ws,17,5,1.1873732596478317
heur,17,5,2.0246494208591215
cs,18,1,205.90089582458867
ws,18,1,181.10014089143274
heur,18,1,171.2786502738097
cs,18,2,13.377500096279904
ws,18,2,18.941073229237816
heur,18,2,18.87603540316299
cs,18,3,5.929034325169344
ws,18,3,6.573514928068198
heur,18,3,7.736960479508326
cs,18,4,4.153544451395376
ws,18,4,4.523552253850709
heur,18,4,5.406441186398738
cs,18,5,1.7426869213952307
ws,18,5,0.9753267567769784
heur,18,5,1.914232070348992
cs,19,1,210.37375695458778
ws,19,1,185.10120683211
heur,19,1,175.42776543015663
cs,19,2,13.141732127001724
ws,19,2,18.714822477857847
heur,19,2,18.493881073046914
cs,19,3,5.576058787058703
ws,19,3,6.539122984491194
heur,19,3,7.332404040668722
cs,19,4,4.009311488885414
ws,19,4,4.447245245427494
heur,19,4,5.227470741851297
cs,19,5,1.5648278889634284
ws,19,5,0.7838445220270731
heur,19,5,1.6821462615650309
cs,20,1,205.12970405001485
ws,20,1,180.0987856193368
heur,20,1,170.4142765970766
cs,20,2,12.865243102583873
ws,20,2,18.30496507073933
heur,20,2,18.10769916161054
cs,20,3,5.749519032093066
ws,20,3,6.634667086676316
heur,20,3,7.530282799883388
cs,20,4,4.078285561843382
ws,20,4,4.489595886586096
heur,20,4,5.308694800812934
cs,20,5,1.6624982963391997
ws,20,5,0.9007508361051383
heur,20,5,1.7855540505606813
cs,21,1,205.35572613236656
ws,21,1,180.12679746993737
heur,21,1,170.5453223539804
cs,21,2,13.03742682892559
ws,21,2,18.782324323755372
heur,21,2,18.367439710521342
cs,21,3,6.3300919615729
ws,21,3,6.805044955460049
heur,21,3,8.170520191083062
cs,21,4,4.355832786880407
ws,21,4,4.652017967391998
heur,21,4,5.628742217776499
cs,21,5,1.9293809287239208
ws,21,5,1.3106880406107175
heur,21,5,2.118267860828429
cs,22,1,205.5353916781675
ws,22,1,180.47974561827218
heur,22,1,170.78872334112165
cs,22,2,13.006245263694531
ws,22,2,18.649895117302993
heur,22,2,18.401545217099176
cs,22,3,5.956632469821899
ws,22,3,6.553247788692841
heur,22,3,7.767072121441917
cs,22,4,4.156524665008189
ws,22,4,4.50792028475581
heur,22,4,5.409993481371487
cs,22,5,1.7870570659745613
ws,22,5,1.0548534924342121
heur,22,5,1.9606968898663928
cs,23,1,206.8178221511379
ws,23,1,181.88295480215297
heur,23,1,172.1458126595499
cs,23,2,13.31038843013692
ws,23,2,18.977132438080265
heur,23,2,18.758215686909516
cs,23,3,6.121690287386899
ws,23,3,6.686707912450256
heur,23,3,7.955808453825162
cs,23,4,4.247359515764764
ws,23,4,4.582940847782055
heur,23,4,5.5156981106995415
cs,23,5,1.81730327069331
ws,23,5,1.1221723200611595
heur,23,5,1.992201212134135
cs,24,1,205.96724357277984
ws,24,1,180.65631378701102
heur,24,1,171.2442853869783
cs,24,2,12.9142594445239
ws,24,2,18.21067012925752
heur,24,2,18.07315627464826
cs,24,3,6.183828967775512
ws,24,3,6.874124897834165
heur,24,3,8.016991601083271
cs,24,4,4.275459817917974
ws,24,4,4.606654967353594
heur,24,4,5.537217607551612
cs,24,5,1.835946680320226
ws,24,5,1.0959003083603869
heur,24,5,1.9611885782956058
cs,25,1,203.83776321645328
ws,25,1,179.1210993297529
heur,25,1,169.3073386070654
cs,25,2,12.81546517316686
ws,25,2,18.32794811795623
heur,25,2,18.18404877410016
cs,25,3,5.710865745358091
ws,25,3,6.417986762311641
heur,25,3,7.482687688741323
cs,25,4,4.030531101819326
ws,25,4,4.414809147247781
heur,25,4,5.261330395496581
cs,25,5,1.721090585173942
ws,25,5,0.9255037588448541
heur,25,5,1.8853426090563419
cs,26,1,203.2466360282577
ws,26,1,177.96048851852058
heur,26,1,168.290326338942
cs,26,2,13.044503022222939
ws,26,2,18.568729404824385
heur,26,2,18.497073255861682
cs,26,3,5.673529733451397
ws,26,3,6.396986068220478
heur,26,3,7.444518877703063
cs,26,4,4.01161176935464
ws,26,4,4.4055311218967645
heur,26,4,5.240995681510242
cs,26,5,1.685912574248551
ws,26,5,0.8632605899195226
heur,26,5,1.854621356118349
cs,27,1,206.86896800150095
ws,27,1,181.74807586799366
heur,27,1,172.0880637943579
cs,27,2,13.197124969229792
ws,27,2,18.661966814343984
heur,27,2,18.534259811029276
cs,27,3,5.592920392655698
ws,27,3,6.437218618260029
heur,27,3,7.35569571025831
cs,27,4,3.9815377623419312
ws,27,4,4.404817166880039
heur,27,4,5.199746797021093
cs,27,5,1.5750558959397059
ws,27,5,0.8229902156911971
heur,27,5,1.6985899326901797
cs,28,1,207.24040902025195
ws,28,1,182.17643917871905
heur,28,1,172.42728497114086
cs,28,2,13.163168727254572
ws,28,2,18.75825634840475
heur,28,2,18.4869984400716
cs,28,3,5.7551745188197065
ws,28,3,6.636487400296168
heur,28,3,7.537694450323437
cs,28,4,4.061047479991604
ws,28,4,4.463580217132532
heur,28,4,5.291410073372427
cs,28,5,1.6285440805676288
ws,28,5,0.8846645338327466
heur,28,5,1.7497163186096267
cs,29,1,205.4015884369855
ws,29,1,180.3520516942469
heur,29,1,170.6441478130415
cs,29,2,12.996899589629505
ws,29,2,18.651711100117364
heur,29,2,18.387600946489712
cs,29,3,5.969249519891623
ws,29,3,6.558882991949941
heur,29,3,7.7813949616266935
cs,29,4,4.163559071139839
ws,29,4,4.51322330873082
heur,29,4,5.418090490776029
cs,29,5,1.7926310993794536
ws,29,5,1.0643984050203115
heur,29,5,1.9665365541148756
cs,30,1,204.6235598556722
ws,30,1,179.72286962886284
heur,30,1,169.9568062305268
cs,30,2,12.960939969779076
ws,30,2,18.569576247387165
heur,30,2,18.35896072399039
cs,30,3,5.8642049539407255
ws,30,3,6.50809724725688
heur,30,3,7.6616719817203505
cs,30,4,4.110299714949061
ws,30,4,4.475558013148616
heur,30,4,5.355924002837368
cs,30,5,1.759535836837186
ws,30,5,0.9971771165966847
heur,30,5,1.9319224160893687
cs,31,1,204.86330201601322
ws,31,1,179.77437154306995
heur,31,1,170.08439166458413
cs,31,2,12.940968379566375
ws,31,2,18.529756884426224
heur,31,2,18.337190654608946
cs,31,3,5.845994859000529
ws,31,3,6.4978391192740785
heur,31,3,7.640862282495173
cs,31,4,4.102415435695194
ws,31,4,4.471410466470766
heur,31,4,5.346527808258562
cs,31,5,1.7553893705007793
ws,31,5,0.9885032061737403
heur,31,5,1.9275954139335758
cs,32,1,204.54785116476015
ws,32,1,179.119626282822
heur,32,1,169.85509848704072
cs,32,2,13.15265237273034
ws,32,2,18.786877567687682
heur,32,2,18.48700802354005
cs,32,3,6.372304034301729
ws,32,3,6.8674510480115485
heur,32,3,8.199792924300638
cs,32,4,4.364546186117522
ws,32,4,4.667266562068367
heur,32,4,5.628600141343326
cs,32,5,2.0029103639137027
ws,32,5,1.3658545295803384
heur,32,5,2.2046601445177303
cs,33,1,205.85185945527004
ws,33,1,180.83330197297227
heur,33,1,171.1378880131246
cs,33,2,13.260362870132845
ws,33,2,18.95218332414083
heur,33,2,18.689940230215786
cs,33,3,6.1504795057237445
ws,33,3,6.701755370895086
heur,33,3,7.988326501489017
cs,33,4,4.265210995882136
ws,33,4,4.59796165776498
heur,33,4,5.535961804616205
cs,33,5,1.833538371860377
ws,33,5,1.148739787729013
heur,33,5,2.0092220442977813
cs,34,1,207.1853938452862
ws,34,1,182.0676075428442
heur,34,1,172.3107318341223
cs,34,2,12.428784117730604
ws,34,2,18.005693221281298
heur,34,2,17.611722081292854
cs,34,3,5.894936490554452
ws,34,3,6.568337641743533
heur,34,3,7.68315627352698
cs,34,4,4.141961642686042
ws,34,4,4.505371123938543
heur,34,4,5.385293966479101
cs,34,5,1.8349320783521699
ws,34,5,1.0364625174154054
heur,34,5,1.9902446639403615
cs,35,1,207.73786733506788
ws,35,1,183.00264217357648
heur,35,1,173.24235848431897
cs,35,2,13.586740107084367
ws,35,2,19.45928902417449
heur,35,2,19.007422839059725
cs,35,3,6.575890851502568
ws,35,3,7.06776939577578
heur,35,3,8.431641663093348
cs,35,4,4.5029830833268365
ws,35,4,4.8141265889485885
heur,35,4,5.786498997401995
cs,35,5,2.0459933697127357
ws,35,5,1.4836088658770805
heur,35,5,2.2500817674524187
cs,36,1,204.88843978136265
ws,36,1,180.07054545213634
heur,36,1,170.28976749611763
cs,36,2,13.26745637092884
ws,36,2,18.866059786217118
heur,36,2,18.639754839814703
cs,36,3,6.1772579935427165
ws,36,3,6.754506810014033
heur,36,3,8.008628095110028
cs,36,4,4.269187934126346
ws,36,4,4.588246731732429
heur,36,4,5.537120588952021
cs,36,5,1.8455734982030993
ws,36,5,1.1457933734600725
heur,36,5,2.0027745870304727
cs,37,1,204.74642471473308
ws,37,1,179.9228834206948
heur,37,1,170.16475445134654
cs,37,2,13.406034458210776
ws,37,2,18.762756733434948
heur,37,2,18.640002352728047
cs,37,3,6.475816907388321
ws,37,3,7.052354739789004
heur,37,3,8.313418706777286
cs,37,4,4.434793244696145
ws,37,4,4.74083737663039
heur,37,4,5.7062317767804505
cs,37,5,2.025973089076349
ws,37,5,1.2840368246387932
heur,37,5,2.165108300281207
cs,38,1,203.16439798342498
ws,38,1,178.14890098387224
heur,38,1,168.18463066792202
cs,38,2,12.820368338548068
ws,38,2,18.41080345631859
heur,38,2,18.06381643955704
cs,38,3,5.699740629042046
ws,38,3,6.584736170638094
heur,38,3,7.470501070672002
cs,38,4,4.044960968523468
ws,38,4,4.453939830913921
heur,38,4,5.27044513356563
cs,38,5,1.6595832160472246
ws,38,5,0.8769844853274226
heur,38,5,1.78243862815587
cs,39,1,205.43961546463532
ws,39,1,180.37979243359476
heur,39,1,170.67870423874595
cs,39,2,12.990483424094998
ws,39,2,18.64683965784688
heur,39,2,18.379463006051218
cs,39,3,5.969144907365005
ws,39,3,6.55809538974249
heur,39,3,7.781252566996519
cs,39,4,4.163440059358076
ws,39,4,4.51293459062723
heur,39,4,5.417939934377691
cs,39,5,1.7932423408031324
ws,39,5,1.065343200423552
heur,39,5,1.967177853157328
cs,40,1,205.83021125423184
ws,40,1,180.63648294676986
heur,40,1,170.99673005663308
cs,40,2,13.281349296792646
ws,40,2,19.02892043602851
heur,40,2,18.695844458124718
cs,40,3,6.25664795306357
ws,40,3,6.743093198530321
heur,40,3,8.079469997665841
cs,40,4,4.305965279700776
ws,40,4,4.605408890208174
heur,40,4,5.568046545749943
cs,40,5,1.871791128042829
ws,40,5,1.2482597689221404
heur,40,5,2.061686756643148
cs,41,1,205.2487254263259
ws,41,1,180.05306915598305
heur,41,1,170.51456708267955
cs,41,2,13.041543030723084
ws,41,2,18.557016114359747
heur,41,2,18.48357580556381
cs,41,3,5.736157395696057
ws,41,3,6.442238252004746
heur,41,3,7.515995568547078
cs,41,4,4.04706851551431
ws,41,4,4.4350392528212215
heur,41,4,5.2820918231786385
cs,41,5,1.70790770520725
ws,41,5,0.9033834155336977
heur,41,5,1.8777557673489285
cs,42,1,204.51750196061639
ws,42,1,179.3698493753265
heur,42,1,169.6945894025895
cs,42,2,12.75407357935332
ws,42,2,18.306546563129732
heur,42,2,18.123579915573842
cs,42,3,5.706227879501372
ws,42,3,6.405999264398584
heur,42,3,7.480832595964122
cs,42,4,4.031222482776241
ws,42,4,4.416255331322744
heur,42,4,5.262792837689629
cs,42,5,1.7263469110544798
ws,42,5,0.9261145208601395
heur,42,5,1.8971525694210047
cs,43,1,204.14767599832322
ws,43,1,179.31279950278486
heur,43,1,169.35067675948935
cs,43,2,12.818586383709096
ws,43,2,18.588648505729495
heur,43,2,18.132280423460855
cs,43,3,6.115762648663209
ws,43,3,6.6545515907782695
heur,43,3,7.947231211128717
cs,43,4,4.249421586945932
ws,43,4,4.5818041576696675
heur,43,4,5.516180830751796
cs,43,5,1.8681542168841114
ws,43,5,1.192684313912128
heur,43,5,2.045663896204414
cs,44,1,205.53447223840294
ws,44,1,180.5457247865546
heur,44,1,170.83734859641106
cs,44,2,13.085467932663944
ws,44,2,18.76128857817162
heur,44,2,18.485631543842718
cs,44,3,6.047641280350424
ws,44,3,6.618284922388165
heur,44,3,7.8708522601299205
cs,44,4,4.205302776315196
ws,44,4,4.545440287277991
heur,44,4,5.466668567563194
cs,44,5,1.8126046125779256
ws,44,5,1.1064498593359358
heur,44,5,1.987378530510732
cs,45,1,206.74102575350344
ws,45,1,181.62995089493106
heur,45,1,171.84357687768477
cs,45,2,13.023912806611985
ws,45,2,18.743944790281006
heur,45,2,18.404182950797455
cs,45,3,6.046124396260402
ws,45,3,6.6500746911126924
heur,45,3,7.868855327721554
cs,45,4,4.213096437945291
ws,45,4,4.558473736297094
heur,45,4,5.474691440808263
cs,45,5,1.8213708416389773
ws,45,5,1.1043218674531534
heur,45,5,1.996703171288302
cs,46,1,204.75687647070902
ws,46,1,179.75004658898214
heur,46,1,170.0020021338452
cs,46,2,12.87942330634511
ws,46,2,18.558804385268026
heur,46,2,18.24059951593242
cs,46,3,5.951616891780723
ws,46,3,6.535381720837825
heur,46,3,7.760894045858988
cs,46,4,4.1506755628255485
ws,46,4,4.497319274520161
heur,46,4,5.403139176776122
cs,46,5,1.7978889239726115
ws,46,5,1.0725561591913768
heur,46,5,1.9720412732937307
cs,47,1,204.77963162140975
ws,47,1,179.45768081415144
heur,47,1,169.93477558677728
cs,47,2,12.785418802236057
ws,47,2,18.494766631981605
heur,47,2,18.067618875013007
cs,47,3,6.20773998604861
ws,47,3,6.696980949318554
heur,47,3,8.051422274016911
cs,47,4,4.280500162016261
ws,47,4,4.582961416072469
heur,47,4,5.55331744625578
cs,47,5,1.9076008277071257
ws,47,5,1.267786794386201
heur,47,5,2.0864440751763436
cs,48,1,205.2637113273438
ws,48,1,180.18876692961743
heur,48,1,170.48659105720714
cs,48,2,12.938989522656819
ws,48,2,18.59817299499482
heur,48,2,18.31771251825726
cs,48,3,5.947536746843442
ws,48,3,6.543570912604262
heur,48,3,7.756478458385291
cs,48,4,4.153301049693709
ws,48,4,4.50579686385946
heur,48,4,5.405908107151197
cs,48,5,1.7909995992033658
ws,48,5,1.056816830906657
heur,48,5,1.9648686346015891
cs,49,1,204.07631282623984
ws,49,1,178.99987988631779
heur,49,1,169.3303750401207
cs,49,2,13.156382966253123
ws,49,2,18.929365387411806
heur,49,2,18.51063662183264
cs,49,3,6.390960352884722
ws,49,3,6.868739470882678
heur,49,3,8.240397399055388
cs,49,4,4.398036407592072
ws,49,4,4.698018287166549
heur,49,4,5.677171117800687
cs,49,5,1.9400922986036764
ws,49,5,1.3638452568212907
heur,49,5,2.1293339513984395
cs,50,1,203.43305102246455
ws,50,1,178.4909563661874
heur,50,1,168.81404309421515
cs,50,2,12.774674976803809
ws,50,2,18.601414311766757
heur,50,2,18.059749053829123
cs,50,3,6.190794297119985
ws,50,3,6.6827835171883425
heur,50,3,8.032193312155632
cs,50,4,4.276382201077745
ws,50,4,4.584816301530763
heur,50,4,5.548203679990485
cs,50,5,1.9013163575406282
ws,50,5,1.2741147398101478
heur,50,5,2.0800217249219783
cs,51,1,206.1530964519247
ws,51,1,181.14448368962178
heur,51,1,171.4509596852041
cs,51,2,13.121261139859369
ws,51,2,18.77468323251531
heur,51,2,18.536163600839288
cs,51,3,6.020469764390699
ws,51,3,6.604356652286494
heur,51,3,7.840095749075411
cs,51,4,4.1911806813642265
ws,51,4,4.536263157796788
heur,51,4,5.450401804168223
cs,51,5,1.7988189996359878
ws,51,5,1.0811028314521598
heur,51,5,1.9729576462236686
cs,52,1,207.18226229050242
ws,52,1,182.28540904264685
heur,52,1,172.37258426409403
cs,52,2,12.900569446551653
ws,52,2,18.498998678725915
heur,52,2,18.215962418898428
cs,52,3,5.33575327543871
ws,52,3,6.427219035719342
heur,52,3,7.079265717610524
cs,52,4,3.810104727054514
ws,52,4,4.305247650876766
heur,52,4,5.027637267938285
cs,52,5,1.3467736769555465
ws,52,5,0.676183469547419
heur,52,5,1.4438168602876151
cs,53,1,205.42929543894397
ws,53,1,180.4339594236139
heur,53,1,170.69024939257577
cs,53,2,13.029394342877586
ws,53,2,18.65619601827588
heur,53,2,18.436041900949448
cs,53,3,5.9275390218731925
ws,53,3,6.541438891250689
heur,53,3,7.734046861593076
cs,53,4,4.1431629343821985
ws,53,4,4.500719476658968
heur,53,4,5.394363430796567
cs,53,5,1.77460599172149
ws,53,5,1.0293492239274282
heur,53,5,1.9476804535299255
cs,54,1,205.43051352644844
ws,54,1,180.36950723055935
heur,54,1,170.67006946024733
cs,54,2,12.990027054351529
ws,54,2,18.646737150163478
heur,54,2,18.378710886498354
cs,54,3,5.970105394374265
ws,54,3,6.5584857345185394
heur,54,3,7.782343546857489
cs,54,4,4.163849954325026
ws,54,4,4.513122689109749
heur,54,4,5.418423074759522
cs,54,5,1.7936208741307176
ws,54,5,1.0662006731677398
heur,54,5,1.9675727261863882
cs,55,1,201.6643020819182
ws,55,1,176.88012035566754
heur,55,1,167.03849101618852
cs,55,2,12.195570498791412
ws,55,2,17.67038055797538
heur,55,2,17.407965109852114
cs,55,3,5.50177260409423
ws,55,3,6.298723633593342
heur,55,3,7.236815754963215
cs,55,4,3.948185345413019
ws,55,4,4.359750541874843
heur,55,4,5.158708713189952
cs,55,5,1.7159754774282974
ws,55,5,0.8816902575189881
heur,55,5,1.8778440469415574
cs,56,1,205.33398546571814
ws,56,1,180.29653744145097
heur,56,1,170.57572886629538
cs,56,2,12.969697980297461
ws,56,2,18.647395139710316
heur,56,2,18.348961370730912
cs,56,3,5.990391174931612
ws,56,3,6.567309388660147
heur,56,3,7.805339645544535
cs,56,4,4.173248058318829
ws,56,4,4.5179225969681385
heur,56,4,5.429378049895466
cs,56,5,1.8030142228226194
ws,56,5,1.0842209485010246
heur,56,5,1.977387387128528
cs,57,1,205.2740783317731
ws,57,1,180.2328431699492
heur,57,1,170.5294181346537
cs,57,2,12.997349191709237
ws,57,2,18.64424914149092
heur,57,2,18.389403611673025
cs,57,3,5.962325852978758
ws,57,3,6.556040781144381
heur,57,3,7.773519799991587
cs,57,4,4.160192759305082
ws,57,4,4.511196735412796
heur,57,4,5.414160692935309
cs,57,5,1.79011875854146
ws,57,5,1.0597509872797715
heur,57,5,1.9639119235366245
cs,58,1,204.10670725609214
ws,58,1,178.76819999782757
heur,58,1,169.25011280806282
cs,58,2,12.465699746749358
ws,58,2,17.98286123184575
heur,58,2,17.646900883995066
cs,58,3,5.4561296063343985
ws,58,3,6.463768500396087
heur,58,3,7.205390579985176
cs,58,4,3.8799032516429133
ws,58,4,4.30711639184688
heur,58,4,5.081193369462104
cs,58,5,1.5297953540081455
ws,58,5,0.7813789593062851
heur,58,5,1.6464442980207996
cs,59,1,205.12188199566958
ws,59,1,180.04810406637756
heur,59,1,170.40202342757544
cs,59,2,13.004586530186785
ws,59,2,18.61972096793425
heur,59,2,18.408797514223885
cs,59,3,5.904231277101899
ws,59,3,6.50833917465932
heur,59,3,7.707427551392822
cs,59,4,4.1221201712503746
ws,59,4,4.475564602119509
heur,59,4,5.3707163749915985
cs,59,5,1.7667466442623425
ws,59,5,1.024829698181011
heur,59,5,1.9393588476441468
cs,60,1,205.53716171964805
ws,60,1,180.46570277964327
heur,60,1,170.76456309392594
cs,60,2,12.978894937541256
ws,60,2,18.640867314286602
heur,60,2,18.36567565165712
cs,60,3,5.963835877829619
ws,60,3,6.552482658705776
heur,60,3,7.775170518230436
cs,60,4,4.160375953314142
ws,60,4,4.510050355223948
heur,60,4,5.41437802361514
cs,60,5,1.7924462722020849
ws,60,5,1.0629345393819354
heur,60,5,1.9663467001623327
cs,61,1,201.1161438434159
ws,61,1,176.14262466896525
heur,61,1,166.23224830842224
cs,61,2,12.269542498158597
ws,61,2,17.847681568837398
heur,61,2,17.40693618605149
cs,61,3,5.423858503597613
ws,61,3,6.4068323726456695
heur,61,3,7.162536867843743
cs,61,4,3.902127492674142
ws,61,4,4.32538716784946
heur,61,4,5.102670672970694
cs,61,5,1.551138204661662
ws,61,5,0.7902126783924124
heur,61,5,1.6673887536993521
cs,62,1,206.1413269629248
ws,62,1,181.149127305116
heur,62,1,171.4169687851719
cs,62,2,13.051841036821635
