type,sample_num,K,res
cs,260,3,5.924198414677077
ws,260,3,6.52451335024196
heur,260,3,7.729868175007322
cs,260,4,4.138814030287824
ws,260,4,4.492756330282788
heur,260,4,5.389266930334949
cs,260,5,1.7834890451652172
ws,260,5,1.0455225932668455
heur,260,5,1.956987871535257
cs,261,1,205.8547619981427
ws,261,1,180.8054724731422
heur,261,1,171.0614373221143
cs,261,2,13.12569093245685
ws,261,2,18.766512084485313
heur,261,2,18.52528609379023
cs,261,3,6.033122933226218
ws,261,3,6.658112720652505
heur,261,3,7.852189260487196
cs,261,4,4.200983891194669
ws,261,4,4.54683766942652
heur,261,4,5.460614303898326
cs,261,5,1.8054312147997373
ws,261,5,1.0903929283609386
heur,261,5,1.9760172199175172
cs,262,1,203.41719476059492
ws,262,1,178.89202968405291
heur,262,1,168.62208567540256
cs,262,2,13.039539047998185
ws,262,2,18.703774253827685
heur,262,2,18.47305087133023
cs,262,3,5.78575942304883
ws,262,3,6.45693455699623
heur,262,3,7.572565660142148
cs,262,4,4.076958132546689
ws,262,4,4.458495783466545
heur,262,4,5.316519443535093
cs,262,5,1.7260436839822428
ws,262,5,0.9184659355626001
heur,262,5,1.8968273735192818
cs,263,1,206.25254814113325
ws,263,1,181.12552300790958
heur,263,1,171.5171629196283
cs,263,2,13.131739773135811
ws,263,2,18.79417448185289
heur,263,2,18.544710352405342
cs,263,3,6.049181970648288
ws,263,3,6.616208561357704
heur,263,3,7.872779676114839
cs,263,4,4.20425475674227
ws,263,4,4.543540550137049
heur,263,4,5.4657607392557175
cs,263,5,1.8078462016858086
ws,263,5,1.102447690451944
heur,263,5,1.9823513345241301
cs,264,1,207.9217387933485
ws,264,1,182.63559925963116
heur,264,1,172.8573761830061
cs,264,2,12.516574336155367
ws,264,2,18.127884642318335
heur,264,2,17.74539213014903
cs,264,3,5.669211739094786
ws,264,3,6.429960396405231
heur,264,3,7.4220101948662425
cs,264,4,4.03197283070117
ws,264,4,4.427568228976065
heur,264,4,5.255348925742475
cs,264,5,1.7457420141125877
ws,264,5,0.925215858493274
heur,264,5,1.8876248912951714
cs,265,1,204.60971830026963
ws,265,1,179.62127294342366
heur,265,1,169.88986757973126
cs,265,2,12.947135414117401
ws,265,2,18.60722205762828
heur,265,2,18.327919835200184
cs,265,3,5.948209343299646
ws,265,3,6.536664263136026
heur,265,3,7.757273118335463
cs,265,4,4.1494913132316205
ws,265,4,4.498604783586902
heur,265,4,5.401911085481916
cs,265,5,1.7895345333480195
ws,265,5,1.0592990603424688
heur,265,5,1.9632804487318676
cs,266,1,208.25773408865933
ws,266,1,182.9967903637079
heur,266,1,173.2467085950437
cs,266,2,13.174447743584572
ws,266,2,18.707626314386886
heur,266,2,18.578364343761944
cs,266,3,5.837379320179133
ws,266,3,6.585120453141377
heur,266,3,7.620661243437134
cs,266,4,4.1269149648619665
ws,266,4,4.522732704252195
heur,266,4,5.368824534171341
cs,266,5,1.7382475077767643
ws,266,5,0.9328296786049575
heur,266,5,1.8893102330551048
cs,267,1,204.64060925575393
ws,267,1,179.4930449138008
heur,267,1,169.8740927318151
cs,267,2,12.83699028239504
ws,267,2,18.595181086890047
heur,267,2,18.152518523992743
cs,267,3,6.132827660168579
ws,267,3,6.637901234955482
heur,267,3,7.966677456415394
cs,267,4,4.242970309319019
ws,267,4,4.559537735003402
heur,267,4,5.510093651179461
cs,267,5,1.8706357414510328
ws,267,5,1.2222378466473065
heur,267,5,2.0479526068772893
cs,268,1,204.50293583231493
ws,268,1,179.88249491660355
heur,268,1,170.07153709864667
cs,268,2,13.01080384805791
ws,268,2,18.63020509707832
heur,268,2,18.418347085453114
cs,268,3,5.894470750916616
ws,268,3,6.493277193964856
heur,268,3,7.6963360920305535
cs,268,4,4.112583616972567
ws,268,4,4.46371343737025
heur,268,4,5.3600846607682735
cs,268,5,1.7616766754012376
ws,268,5,1.0196451232825055
heur,268,5,1.933994727475481
cs,269,1,205.30529339397523
ws,269,1,180.32046104211165
heur,269,1,170.50802782009168
cs,269,2,13.04523596863517
ws,269,2,18.77779288935074
heur,269,2,18.423741928020082
cs,269,3,6.101485539268463
ws,269,3,6.66432473611245
heur,269,3,7.931872229613643
cs,269,4,4.24066942610275
ws,269,4,4.5775594566220414
heur,269,4,5.506841615473603
cs,269,5,1.838472447290765
ws,269,5,1.1434418852456747
heur,269,5,2.014529614136924
cs,270,1,205.06632584118287
ws,270,1,179.23519944031094
heur,270,1,170.03338452350457
cs,270,2,12.176643459106646
ws,270,2,17.92063219132048
heur,270,2,17.354662647619506
cs,270,3,5.871947593877591
ws,270,3,6.380963463830224
heur,270,3,7.667492238529884
cs,270,4,4.076736507243778
ws,270,4,4.395638200653544
heur,270,4,5.318192955413104
cs,270,5,1.8379856282940312
ws,270,5,1.16552539661307
heur,270,5,2.0138233704689847
cs,271,1,205.2698863663833
ws,271,1,180.35478088339775
heur,271,1,170.71267836604417
cs,271,2,13.450840748542873
ws,271,2,19.03322425003091
heur,271,2,18.825923652163958
cs,271,3,6.027760412453605
ws,271,3,6.643513660614327
heur,271,3,7.827766896783923
cs,271,4,4.177603009117782
ws,271,4,4.508670109990277
heur,271,4,5.426973336544318
cs,271,5,1.7682369296392215
ws,271,5,1.0610629982328588
heur,271,5,1.8935819578846178
cs,272,1,205.4222106393194
ws,272,1,180.4427057200691
heur,272,1,170.6695367285964
cs,272,2,13.036269458213317
ws,272,2,18.761009592590256
heur,272,2,18.418372666842938
cs,272,3,6.075635375924553
ws,272,3,6.631172817683928
heur,272,3,7.902489630316745
cs,272,4,4.2237956695093555
ws,272,4,4.561579923443317
heur,272,4,5.4875979987786945
cs,272,5,1.8286734114503724
ws,272,5,1.128054718264149
heur,272,5,2.004247544943412
cs,273,1,202.17113283133955
ws,273,1,177.0215646727881
heur,273,1,167.4202568738925
cs,273,2,12.907963291364823
ws,273,2,18.637996574422793
heur,273,2,18.260143885615637
cs,273,3,6.046306469048885
ws,273,3,6.54868465212769
heur,273,3,7.868680198449941
cs,273,4,4.18027351962122
ws,273,4,4.494453299029184
heur,273,4,5.439276253906019
cs,273,5,1.8272907740462812
ws,273,5,1.157971691885792
heur,273,5,2.0023620405780647
cs,274,1,203.72553906099603
ws,274,1,178.73605162878968
heur,274,1,169.00474683836742
cs,274,2,12.87790141431695
ws,274,2,18.570191409374914
heur,274,2,18.212590866410817
cs,274,3,6.0718802838774
ws,274,3,6.6201763045271225
heur,274,3,7.89756513222608
cs,274,4,4.205612527828903
ws,274,4,4.527307449233697
heur,274,4,5.467454758740079
cs,274,5,1.8434040472161897
ws,274,5,1.1652963894183757
heur,274,5,2.019442353632582
cs,275,1,205.86093588665193
ws,275,1,180.78800483070873
heur,275,1,171.15131028436036
cs,275,2,13.090193077688838
ws,275,2,18.633042802523736
heur,275,2,18.36110903154948
cs,275,3,6.530578670745444
ws,275,3,7.016734423859032
heur,275,3,8.378259449789903
cs,275,4,4.4677195715417195
ws,275,4,4.767743178092909
heur,275,4,5.745130497547715
cs,275,5,2.092850795243139
ws,275,5,1.4273178990983955
heur,275,5,2.299114528080395
cs,276,1,205.89478934470338
ws,276,1,181.14794642201937
heur,276,1,171.4950095614755
cs,276,2,13.517570682247676
ws,276,2,18.987555976996042
heur,276,2,18.870264698399318
cs,276,3,6.084487025822586
ws,276,3,6.781101702668262
heur,276,3,7.913506299116039
cs,276,4,4.223562357537842
ws,276,4,4.5730575099808055
heur,276,4,5.4804283121931
cs,276,5,1.7030924608229676
ws,276,5,1.0269194718398509
heur,276,5,1.8246998875582363
cs,277,1,205.4312124900185
ws,277,1,180.37015322402516
heur,277,1,170.670609891361
cs,277,2,12.99005586893534
ws,277,2,18.647020651218504
heur,277,2,18.378677856947473
cs,277,3,5.970495273410132
ws,277,3,6.558666235622257
heur,277,3,7.782787174250535
cs,277,4,4.164031707778936
ws,277,4,4.513227627333184
heur,277,4,5.418636173411267
cs,277,5,1.7937555596426524
ws,277,5,1.0664836096330912
heur,277,5,1.9677132766578707
cs,278,1,207.1175160139158
ws,278,1,182.00755902363048
heur,278,1,172.36363989685432
cs,278,2,13.148871877324082
ws,278,2,18.820148304385853
heur,278,2,18.546708112902028
cs,278,3,6.156889143897477
ws,278,3,6.7238042302445615
heur,278,3,7.9951889424389115
cs,278,4,4.277426673435608
ws,278,4,4.616486561599111
heur,278,4,5.54899045904393
cs,278,5,1.849127965705908
ws,278,5,1.1686945251851284
heur,278,5,2.025714396183356
cs,279,1,202.9676533844811
ws,279,1,178.0767246417232
heur,279,1,168.19893963158142
cs,279,2,12.569730521942923
ws,279,2,18.10807200263453
heur,279,2,17.746686890856505
cs,279,3,5.731315961168941
ws,279,3,6.481518049688565
heur,279,3,7.494602344440127
cs,279,4,4.031886260751591
ws,279,4,4.40513108535203
heur,279,4,5.25605922832676
cs,279,5,1.7271574161972536
ws,279,5,0.9473183299320775
heur,279,5,1.85110432993626
cs,280,1,204.9239922535809
ws,280,1,179.6800162566389
heur,280,1,170.05601836586368
cs,280,2,12.906789487095184
ws,280,2,18.709310040797025
heur,280,2,18.232028328422864
cs,280,3,6.183868733202296
ws,280,3,6.666961246346467
heur,280,3,8.024879501222937
cs,280,4,4.268552480532717
ws,280,4,4.575871778385513
heur,280,4,5.539917121805842
cs,280,5,1.8830240739264983
ws,280,5,1.248944378554141
heur,280,5,2.060763811086178
cs,281,1,205.09208759493688
ws,281,1,180.0346264261907
heur,281,1,170.3360854586607
cs,281,2,12.926851028737703
ws,281,2,18.541178507038797
heur,281,2,18.312521403246553
cs,281,3,5.888159766408909
ws,281,3,6.509788236582219
heur,281,3,7.688844067352724
cs,281,4,4.120854858079839
ws,281,4,4.480895158230479
heur,281,4,5.36831184538132
cs,281,5,1.7706546384741142
ws,281,5,1.0210300713417015
heur,281,5,1.9435607954478504
cs,282,1,205.8143971006813
ws,282,1,180.74510974160094
heur,282,1,171.06558339443293
cs,282,2,13.018711908780418
ws,282,2,18.68826729418507
heur,282,2,18.410333920027224
cs,282,3,5.994337288262943
ws,282,3,6.579082773622619
heur,282,3,7.810003707233545
cs,282,4,4.176997768507754
ws,282,4,4.523410231070235
heur,282,4,5.433708081899113
cs,282,5,1.7998027076456466
ws,282,5,1.0779236399027796
heur,282,5,1.974030353465355
cs,283,1,205.45799016732985
ws,283,1,180.40411595821126
heur,283,1,170.70147441814518
cs,283,2,13.003822784955872
ws,283,2,18.65687998838935
heur,283,2,18.396409075273105
cs,283,3,5.969217222071517
ws,283,3,6.559435906125636
heur,283,3,7.781383457019479
cs,283,4,4.163508092824932
ws,283,4,4.513292063920794
heur,283,4,5.418054667243802
cs,283,5,1.791897059673841
ws,283,5,1.0633681505649026
heur,283,5,1.9657653044858627
cs,284,1,207.12254956324264
ws,284,1,182.12535237230597
heur,284,1,172.31424139298005
cs,284,2,13.196138978238949
ws,284,2,18.80645965256062
heur,284,2,18.64636600593767
cs,284,3,5.9252943126874165
ws,284,3,6.581819713117966
heur,284,3,7.7320634746436365
cs,284,4,4.152306370836083
ws,284,4,4.521174037616535
heur,284,4,5.4044145595347715
cs,284,5,1.759947437209097
ws,284,5,0.993480616952854
heur,284,5,1.9323808149027784
cs,285,1,205.51377790604707
ws,285,1,180.69176907663626
heur,285,1,170.8354561378112
cs,285,2,12.972243778010974
ws,285,2,18.69483822257899
heur,285,2,18.34815728228245
cs,285,3,6.013407521870725
ws,285,3,6.575342423283159
heur,285,3,7.831523546661324
cs,285,4,4.185262738983252
ws,285,4,4.5257229974391135
heur,285,4,5.443318471477083
cs,285,5,1.8111958763315672
ws,285,5,1.096373588500464
heur,285,5,1.985935651537013
cs,286,1,204.83240520471722
ws,286,1,179.73982758054882
heur,286,1,170.24368655111206
cs,286,2,13.059021569874718
ws,286,2,18.442921899435312
heur,286,2,18.306289958358665
cs,286,3,6.293128357523436
ws,286,3,6.835387014072673
heur,286,3,8.104739030534926
cs,286,4,4.313879663827062
ws,286,4,4.6133060901489005
heur,286,4,5.569341538936807
cs,286,5,1.9684372577951774
ws,286,5,1.262472458531627
heur,286,5,2.133996620221615
cs,287,1,205.67626091620255
ws,287,1,180.52620239551564
heur,287,1,170.7832687649016
cs,287,2,13.106845874386865
ws,287,2,18.654367903889746
heur,287,2,18.545280998814157
cs,287,3,5.766631117640695
ws,287,3,6.475247413458282
heur,287,3,7.5476697986817625
cs,287,4,4.066387749677342
ws,287,4,4.453366118614537
heur,287,4,5.303366900738392
cs,287,5,1.7132677052516863
ws,287,5,0.9080566371303739
heur,287,5,1.8777494967592656
cs,288,1,204.2591250691214
ws,288,1,179.38616880107764
heur,288,1,169.60745961167288
cs,288,2,12.860369139849736
ws,288,2,18.581129864800126
heur,288,2,18.186915308087034
cs,288,3,6.090327245802293
ws,288,3,6.638245154255125
heur,288,3,7.918456101855984
cs,288,4,4.221762492882692
ws,288,4,4.545874368688967
heur,288,4,5.485529908400142
cs,288,5,1.8531516291020715
ws,288,5,1.1715484544996837
heur,288,5,2.0297432716930346
cs,289,1,205.40852579071887
ws,289,1,180.36492821046588
heur,289,1,170.6642303046081
cs,289,2,13.018696820189565
ws,289,2,18.697965755656295
heur,289,2,18.40581680830777
cs,289,3,6.021613615716969
ws,289,3,6.588715350264915
heur,289,3,7.841025184013576
cs,289,4,4.189202038610282
ws,289,4,4.529892407295551
heur,289,4,5.448051983809016
cs,289,5,1.8093127484824871
ws,289,5,1.0998980254883113
heur,289,5,1.9839377190786194
cs,290,1,202.44401807154142
ws,290,1,177.28880653555302
heur,290,1,167.49737994613525
cs,290,2,12.681295499380877
ws,290,2,18.014463927923536
heur,290,2,17.80425121139467
cs,290,3,5.94881560306482
ws,290,3,6.836048627916499
heur,290,3,7.767693079824524
cs,290,4,4.141115199299164
ws,290,4,4.525000188273647
heur,290,4,5.383974640024118
cs,290,5,1.6866228032540413
ws,290,5,0.9308020072313982
heur,290,5,1.808956872034633
cs,291,1,206.21860698854738
ws,291,1,181.1938527864838
heur,291,1,171.49759537315822
cs,291,2,13.210033450306884
ws,291,2,18.84324407912645
heur,291,2,18.616762678298215
cs,291,3,6.037333483924195
ws,291,3,6.649907515760346
heur,291,3,7.8539827389496315
cs,291,4,4.194194103074073
ws,291,4,4.532861167152716
heur,291,4,5.4525062776472435
cs,291,5,1.7967462677854975
ws,291,5,1.0878986761687732
heur,291,5,1.9607138678383877
cs,292,1,204.4828868144402
ws,292,1,179.44994912270877
heur,292,1,169.86207443585414
cs,292,2,13.189566799609292
ws,292,2,18.735794659560508
heur,292,2,18.638179140088493
cs,292,3,5.8970487118146195
ws,292,3,6.48947309833694
heur,292,3,7.6989239432336865
cs,292,4,4.097659623865698
ws,292,4,4.43684137420589
heur,292,4,5.344405658364052
cs,292,5,1.7423916928329788
ws,292,5,1.0172789886542815
heur,292,5,1.9118495342746609
cs,293,1,207.90251872241376
ws,293,1,182.60912259955788
heur,293,1,172.9684903981267
cs,293,2,13.239226556104295
ws,293,2,18.65160567834745
heur,293,2,18.493729400385863
cs,293,3,6.210061754489649
ws,293,3,6.899342885612658
heur,293,3,8.045746376808417
cs,293,4,4.300837505386321
ws,293,4,4.638525263092263
heur,293,4,5.566679332306524
cs,293,5,1.8191664979171354
ws,293,5,1.086243264981874
heur,293,5,1.9441153005838843
cs,294,1,203.57576955607124
ws,294,1,178.70958879750793
heur,294,1,168.72627595594395
cs,294,2,12.687664975584628
ws,294,2,18.009455451296102
heur,294,2,17.762576235538553
cs,294,3,6.263990860257903
ws,294,3,6.898974141292929
heur,294,3,8.099282434258894
cs,294,4,4.335890206073449
ws,294,4,4.65996756742972
heur,294,4,5.6038418723412295
cs,294,5,1.927208547496508
ws,294,5,1.1353081505016203
heur,294,5,2.0556753362472704
cs,295,1,205.65902865598287
ws,295,1,180.78836271552566
heur,295,1,170.97140205528052
cs,295,2,13.403110628798245
ws,295,2,19.10668124771341
heur,295,2,18.85470730569627
cs,295,3,6.238869772368894
ws,295,3,6.783582846692904
heur,295,3,8.089155711109752
cs,295,4,4.320527255555926
ws,295,4,4.649411416880945
heur,295,4,5.599498805167332
cs,295,5,1.8534341495106046
ws,295,5,1.1854153479571268
heur,295,5,2.0300391180275654
cs,296,1,205.49794536714478
ws,296,1,180.3725200586477
heur,296,1,170.68008466657497
cs,296,2,12.905725390243305
ws,296,2,18.59277646856725
heur,296,2,18.26706042131192
cs,296,3,5.987180350707803
ws,296,3,6.578757316067864
heur,296,3,7.80143747628299
cs,296,4,4.177077235830946
ws,296,4,4.525481049037502
heur,296,4,5.433098239402136
cs,296,5,1.810011941279916
ws,296,5,1.0877519263837694
heur,296,5,1.984809303579824
cs,297,1,205.4100703165622
ws,297,1,180.300969919141
heur,297,1,170.58900082390326
cs,297,2,12.976813767638987
ws,297,2,18.62944566815482
heur,297,2,18.36646023440296
cs,297,3,5.944108373178993
ws,297,3,6.547356781358207
heur,297,3,7.752715830449513
cs,297,4,4.153291289253803
ws,297,4,4.508411532511909
heur,297,4,5.405833042483023
cs,297,5,1.7862311076995256
ws,297,5,1.0467581488704596
heur,297,5,1.9598848839167402
cs,298,1,205.1500684774469
ws,298,1,179.9346543675184
heur,298,1,170.37585116290265
cs,298,2,12.965802985846164
ws,298,2,18.517840167174057
heur,298,2,18.319538491351384
cs,298,3,5.8453241936182145
ws,298,3,6.5249857621750795
heur,298,3,7.63025296004897
cs,298,4,4.098801362902088
ws,298,4,4.466237544518542
heur,298,4,5.3391218219010455
cs,298,5,1.7530760646571522
ws,298,5,0.9913826662192898
heur,298,5,1.9069776391834579
cs,299,1,205.6813183699949
ws,299,1,180.59352333898056
heur,299,1,170.82419221056847
cs,299,2,13.005391256215397
ws,299,2,18.584729948125364
heur,299,2,18.39894576828949
cs,299,3,5.831340268395278
ws,299,3,6.52553416794349
heur,299,3,7.619701077321396
cs,299,4,4.104984448698808
ws,299,4,4.484437621315386
heur,299,4,5.347052806394354
cs,299,5,1.7472230913036455
ws,299,5,0.9621873132066847
heur,299,5,1.9109806363287039
cs,300,1,203.08240717053854
ws,300,1,178.06816960977991
heur,300,1,168.3332602951501
cs,300,2,12.529871503174906
ws,300,2,18.183451588254886
heur,300,2,17.8122593409457
cs,300,3,5.856254733845969
ws,300,3,6.453553054654883
heur,300,3,7.6510377522918915
cs,300,4,4.100680850748673
ws,300,4,4.454851167800739
heur,300,4,5.344026479464839
cs,300,5,1.7996246240783427
ws,300,5,1.0663584492231324
heur,300,5,1.973991526252044
cs,301,1,205.73483296210344
ws,301,1,180.84461892464952
heur,301,1,171.0476622231997
cs,301,2,13.17054366689021
ws,301,2,18.737698410655053
heur,301,2,18.615879161891158
cs,301,3,5.922680776235126
ws,301,3,6.5720930723201185
heur,301,3,7.729017998144268
cs,301,4,4.1538340075858144
ws,301,4,4.524999764713665
heur,301,4,5.405838648285801
cs,301,5,1.761767856112172
ws,301,5,1.0003375547984272
heur,301,5,1.9343199904833819
cs,302,1,205.0062323076648
ws,302,1,180.01595444789677
heur,302,1,170.27959395359653
cs,302,2,13.0004241996202
ws,302,2,18.65963649101395
heur,302,2,18.393658978811047
cs,302,3,5.9591780651522255
ws,302,3,6.54081127767978
heur,302,3,7.769946798401607
cs,302,4,4.151803609732155
ws,302,4,4.497347984325315
heur,302,4,5.4050736096938055
cs,302,5,1.7873759906903859
ws,302,5,1.0612728791941854
heur,302,5,1.9609519503938029
cs,303,1,206.08639482813106
ws,303,1,181.0569324688142
heur,303,1,171.3384315099041
cs,303,2,13.133473003024706
ws,303,2,18.765834128481586
heur,303,2,18.55782937809602
cs,303,3,5.987300330066791
ws,303,3,6.590959452214668
heur,303,3,7.802421688155037
cs,303,4,4.177524300196784
ws,303,4,4.531017632643961
heur,303,4,5.434254779109062
cs,303,5,1.7861034382828334
ws,303,5,1.0525844466282597
heur,303,5,1.9597071905042165
cs,304,1,205.2576377876823
ws,304,1,180.2026030076363
heur,304,1,170.5229027578657
cs,304,2,12.936750475926857
ws,304,2,18.548745147379535
heur,304,2,18.32439815915279
cs,304,3,5.883234975097899
ws,304,3,6.523065372482733
heur,304,3,7.683251053077812
cs,304,4,4.120251252242304
ws,304,4,4.482485461408148
heur,304,4,5.367422927272463
cs,304,5,1.7689472734847234
ws,304,5,1.014959238809616
heur,304,5,1.9417910778034733
cs,305,1,203.69473778677022
ws,305,1,178.90514847880294
heur,305,1,169.16193205685906
cs,305,2,12.684637176841244
ws,305,2,18.243677539308415
heur,305,2,17.921301536113532
cs,305,3,5.6926994760663066
ws,305,3,6.414835309737084
heur,305,3,7.444637430223535
cs,305,4,4.013277656409805
ws,305,4,4.390330107027446
heur,305,4,5.234821379314076
cs,305,5,1.727483518397446
ws,305,5,0.9357168270173851
heur,305,5,1.8556854607098108
cs,306,1,206.91292647237105
ws,306,1,181.86720701213943
heur,306,1,172.11298398549144
cs,306,2,13.157742274695437
ws,306,2,18.97586518517674
heur,306,2,18.53710131307779
cs,306,3,6.2673957033331025
ws,306,3,6.7403721660701
heur,306,3,8.10917616786702
cs,306,4,4.31761703051604
ws,306,4,4.61910961969129
heur,306,4,5.590589822899837
cs,306,5,1.8891962770569006
ws,306,5,1.2643739968924907
heur,306,5,2.072106764095533
cs,307,1,205.4098755771098
ws,307,1,180.34087755019237
heur,307,1,170.6380837593105
cs,307,2,12.978082143362085
ws,307,2,18.63893312984827
heur,307,2,18.362895288538216
cs,307,3,5.97334241780071
ws,307,3,6.559937356458389
heur,307,3,7.785981593452407
cs,307,4,4.165655475046248
ws,307,4,4.514303789861661
heur,307,4,5.420472120703938
cs,307,5,1.7960790655886933
ws,307,5,1.0702662415992459
heur,307,5,1.9701504139421984
cs,308,1,208.74804505396818
ws,308,1,183.49227587685584
heur,308,1,173.75344826212446
cs,308,2,13.276369608610597
ws,308,2,18.90099965395054
heur,308,2,18.60957167733818
cs,308,3,6.5031837291117895
ws,308,3,7.0000035811556796
heur,308,3,8.347973060789787
cs,308,4,4.4525478262522595
ws,308,4,4.753170661236714
heur,308,4,5.728431050152304
cs,308,5,2.0506721679278903
ws,308,5,1.3638666204033902
heur,308,5,2.2548981927788225
cs,309,1,205.37529559816417
ws,309,1,180.24369169725793
heur,309,1,170.60835520598022
cs,309,2,12.911524940103755
ws,309,2,18.587202071648377
heur,309,2,18.272989133821696
cs,309,3,6.0001941578892595
ws,309,3,6.571585536393021
heur,309,3,7.8162706942259
cs,309,4,4.178181254223261
ws,309,4,4.5205734674948745
heur,309,4,5.4349445018551
cs,309,5,1.8127229447417519
ws,309,5,1.1030931434322084
heur,309,5,1.9875610224685947
cs,310,1,205.324734427581
ws,310,1,180.27413464455475
heur,310,1,170.58262540397797
cs,310,2,12.949816258841816
ws,310,2,18.620627046942797
heur,310,2,18.32604948456838
cs,310,3,5.9771389363669165
ws,310,3,6.560475772208028
heur,310,3,7.790193668034821
cs,310,4,4.16737891253778
ws,310,4,4.514624618080516
heur,310,4,5.42241201684221
cs,310,5,1.8004261334083094
ws,310,5,1.0774232185741024
heur,310,5,1.9747058644458744
cs,311,1,205.47861549832155
ws,311,1,180.41962528784342
heur,311,1,170.71706587491533
cs,311,2,13.004953079265295
ws,311,2,18.652941786275164
heur,311,2,18.3991676840925
cs,311,3,5.961787404028842
ws,311,3,6.554888984673167
heur,311,3,7.77293489606405
cs,311,4,4.159394236100944
ws,311,4,4.510134421819681
heur,311,4,5.413305611821237
cs,311,5,1.7890302212182172
ws,311,5,1.058287110960925
heur,311,5,1.9627633614021507
cs,312,1,205.42334021846008
ws,312,1,180.41201996462996
heur,312,1,170.67354625528424
cs,312,2,13.030896631394922
ws,312,2,18.670532462953716
heur,312,2,18.436169755097545
cs,312,3,5.938595975711173
ws,312,3,6.537640176582249
heur,312,3,7.7466387079264365
cs,312,4,4.144751252351775
ws,312,4,4.497161120400999
heur,312,4,5.3966235639774975
cs,312,5,1.7774559032661874
ws,312,5,1.0392256908788948
heur,312,5,1.9506120474877209
cs,313,1,204.93851877766807
ws,313,1,179.9581136466626
heur,313,1,170.22241458817862
cs,313,2,13.019785787491971
ws,313,2,18.532074429879312
heur,313,2,18.454613164541442
cs,313,3,5.740050583676383
ws,313,3,6.450146835264543
heur,313,3,7.520337175673671
cs,313,4,4.049127298844279
ws,313,4,4.4361589119747356
heur,313,4,5.28441803905906
cs,313,5,1.711634329905782
ws,313,5,0.9099560695561387
heur,313,5,1.881647368358965
cs,314,1,206.94353951464922
ws,314,1,181.19497221559013
heur,314,1,172.05277119993104
cs,314,2,12.933081864866288
ws,314,2,18.412879443504497
heur,314,2,18.189307210466115
cs,314,3,5.865074436715046
ws,314,3,6.552025348537974
heur,314,3,7.643459733370802
cs,314,4,4.089242520351056
ws,314,4,4.43926822451493
heur,314,4,5.323838412704711
cs,314,5,1.750296258964854
ws,314,5,1.0167011401211985
heur,314,5,1.8736923525443
cs,315,1,205.49290160873997
ws,315,1,180.44306756164437
heur,315,1,170.729697491194
cs,315,2,13.006919153727662
ws,315,2,18.66584855892419
heur,315,2,18.398576498570986
cs,315,3,5.9783298899204445
ws,315,3,6.567276005574428
heur,315,3,7.79175898846883
cs,315,4,4.169005914507981
ws,315,4,4.518047300100077
heur,315,4,5.4243714828375
cs,315,5,1.7951032610456144
ws,315,5,1.0685123639019694
heur,315,5,1.969126810634401
cs,316,1,207.6590932889786
ws,316,1,182.84362268791926
heur,316,1,173.0045017942388
cs,316,2,13.34724543342185
ws,316,2,18.94363626604246
heur,316,2,18.687881066928224
cs,316,3,5.966015778314029
ws,316,3,6.717965374933347
heur,316,3,7.768914420304198
cs,316,4,4.163791222018608
ws,316,4,4.528331029878605
heur,316,4,5.410438729509642
cs,316,5,1.7166110766387102
ws,316,5,0.9847835453176055
heur,316,5,1.8392209302005087
cs,317,1,211.21982467411098
ws,317,1,186.22314962339584
heur,317,1,176.50708261160096
cs,317,2,13.708688961428553
ws,317,2,19.23972992982953
heur,317,2,19.158993015930328
cs,317,3,6.076223778085931
ws,317,3,6.684509981240749
heur,317,3,7.892300038370694
cs,317,4,4.249153135606791
ws,317,4,4.610444021231413
heur,317,4,5.511368932476656
cs,317,5,1.7675472030570625
ws,317,5,1.0367870169781925
heur,317,5,1.9136315652016151
cs,318,1,205.63324254036186
ws,318,1,180.5702427287311
heur,318,1,170.64591667029606
cs,318,2,12.467003895430894
ws,318,2,18.00098653373841
heur,318,2,17.68955600865795
cs,318,3,5.292473165785717
ws,318,3,6.23174371597597
heur,318,3,7.008159784315164
cs,318,4,3.8367890788106314
ws,318,4,4.277419000821237
heur,318,4,5.054219634817908
cs,318,5,1.4963994072273252
ws,318,5,0.7406017028874338
heur,318,5,1.5992596730818476
cs,319,1,205.4906582536237
ws,319,1,180.42507005454868
heur,319,1,170.73007670229364
cs,319,2,12.990103270924646
ws,319,2,18.645920848463433
heur,319,2,18.378755649142693
cs,319,3,5.970397344663983
ws,319,3,6.558801204787468
heur,319,3,7.782675945038392
cs,319,4,4.163987962652849
ws,319,4,4.513231037285876
heur,319,4,5.41858483792442
cs,319,5,1.7937164608084224
ws,319,5,1.0665314019580985
heur,319,5,1.9676724638635927
cs,320,1,204.188724091756
ws,320,1,179.4279284558826
heur,320,1,169.77513324978
cs,320,2,13.004228117916426
ws,320,2,18.513525635162658
heur,320,2,18.26053789445613
cs,320,3,5.9007361239730916
ws,320,3,6.613952111080058
heur,320,3,7.695866783383471
cs,320,4,4.095659743539599
ws,320,4,4.43900558798286
heur,320,4,5.333158260448708
cs,320,5,1.7124000460223852
ws,320,5,0.9974959339921409
heur,320,5,1.833845048386334
cs,321,1,205.4701875408255
ws,321,1,180.2912951106811
heur,321,1,170.7671697435071
cs,321,2,12.897866004425552
ws,321,2,18.583674818196222
heur,321,2,18.250276609930925
cs,321,3,6.027247141320882
ws,321,3,6.569208213548795
heur,321,3,7.846972178733543
cs,321,4,4.1818093466989685
ws,321,4,4.510722766683638
